FORMULA,Process Method,Process Condition,Measurement Method,Measuremet T (Â°C),Measuremet P (MPa),Structure: Exp Density (g/cm^3),Structure: Calculated Density (g/cm^3),Structure: Grain Size (Î¼m),Structure: BCC/FCC/other,Structure: Microstructure,Structure: Grain Boundary Characteristics,Structure: Defect Density (1/m^3),Structure: Thickness (nm),Position: X,Position: Y,Mechanics: Hardness (HV),Mechanics: Yield strength (MPa),Mechanics: Ultra tensle strength (MPa),Mechanics: Fatigue Strength (MPa),Mechanics: Specific strength (Mpa/ (g/cm^3)),Mechanics: Exp Young modulus (GPa),Mechanics: Calculated Young modulus (GPa),Mechanics: Shear Modulus (GPa),Mechanics: Bulk Modulus (GPa),Mechanics: Fracture Elongation (%),Mechanics: Plastic Elongation (%),Mechanics: Friction Coefficient,Mechanics: Fracture Toughness (MPa/m^2),Mechanics: Poisson's Ratio,Mechanics: Speed of Sound (m/s),Thermo: Melting Point (Â°C),Thermo: Phase Transition Temperature (Â°C),Thermo: Specific Heat Capacity (J/(kgÂ·K)),Thermo: Binding Energy (kJ/mol),Thermo: Mixing Entropy (J/(molÂ·K)),Thermo: Mixing Enthalpy (kJ/mol),Thermo: Cohesive Energy (kJ/mol),Thermo: Thermal Expansion Coefficient (1/K),Thermo: Thermal Conductivity (W/(mÂ·K)),Magnetics: Magnetization (A/m),Magnetics: Saturation Magnetization (AÂ·m^2/kg),Magnetics: Coercivity (A/m),Magnetics: Magnetic Permeability (H/m),Magnetics: Curie Temperature (Â°C),Magnetics: Magnetic Hysteresis Loss (J/m^3),Thermoelectricity: Seebeck Coefficient (Î¼V/K),Thermoelectricity: Electrical Conductivity (S/m),Thermoelectricity: Thermal Conductivity (W/mÂ·K),Thermoelectricity: Figure of Merit,Electricity: Electrical Resistivity (Î©Â·m),Electricity: Dielectric Constant,Electricity: Dielectric Breakdown Strength (V/m),Electricity: Conductivity (S/m),Electricity: Capacitance (F),Electricity: Band Gap (eV),Electricity: Electron Mobility (cmÂ²/VÂ·s),Piezoelectricity: Piezoelectric Coefficient (m/V),Piezoelectricity: Electromechanical Coupling Coefficient,Piezoelectricity: Piezoelectric Strain Constant (m/V),Piezoelectricity: Piezoelectric Modulus (Pa),Piezoelectricity: Mechanical Quality Factor,Optics: Refractive Index,Optics: Optical Band Gap (eV),Optics: Transmittance (%),Optics: Absorption Coefficient (cm?»Â?,Optics: Abbe Number,Electrochemistry: Open Circuit Potential (V),Electrochemistry: Electrochemical Impedance (Î©),Electrochemistry: Charge Transfer Resistance (Î©),Electrochemistry: Exchange Current Density (A/mÂ²),Electrochemistry: Passivation Potential (V),Electrochemistry: Critical Pitting Temperature (Â°C),Electrochemistry: Corrosion Rate (mm/year),Electrochemistry: Corrosion Resistance Index,Electrochemistry: Corrosion Current Density (A/mÂ²),Others: DOI,Others: Reference,Others: Details,appendix_1,appendix_2(hardness+-deviation),appendix_3(Exp. Young modulus+-deviation),Unnamed: 82
Al0.20CoCrFeMnNi,,,C,25.0,,7.735,7.739021059,,FCC,FCC,,,,,,170.5,219.5,,,,,211.7652315,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 98.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 2.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,170 - 171  ,,
Al0.214Nb0.714Ta0.571Ti1V0.143Zr0.929,OTHER,,C,25.0,,,7.7,,BCC,BCC,,,,,,500.0,1965.0,2061.0,,267.6623377,,107.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-014-1066-0,,,,500,,
Al0.214Nb0.714Ta0.571Ti1V0.143Zr0.929,OTHER,,C,800.0,,,7.7,,BCC,BCC,,,,,,,678.0,693.0,,90.0,,107.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-014-1066-0,,,Elongation>50,,,
Al0.214Nb0.714Ta0.571Ti1V0.143Zr0.929,OTHER,,C,1000.0,,,7.7,,BCC,BCC,,,,,,,166.0,189.0,,24.54545455,,107.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-014-1066-0,,,Elongation>50,,,
Al0.214Nb0.714Ta0.714Ti1Zr0.929,OTHER,,C,25.0,,,8.1,,BCC,BCC,,,,,,490.0,1965.0,2054.0,,253.5802469,,110.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-014-1066-0,,,,490,,
Al0.214Nb0.714Ta0.714Ti1Zr0.929,OTHER,,C,800.0,,,8.1,,BCC,BCC,,,,,,,362.0,397.0,,49.01234568,,110.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-014-1066-0,,,Elongation>50,,,
Al0.214Nb0.714Ta0.714Ti1Zr0.929,OTHER,,C,1000.0,,,8.1,,BCC,BCC,,,,,,,236.0,247.0,,30.49382716,,110.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-014-1066-0,,,Elongation>50,,,
Al0.225Hf0.05Mo0.105Nb0.185Ti0.175V0.26,CAST,,C,25.0,,6.27,6.429196025,,other,Other,,,,,,,876.0,,,,,124.5215411,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,fracture before yield,,,,
Al0.229Co0.486Cr0.4Cu0.229Fe0.486Mo0.003Ni1Ti0.029W0.003,CAST,,,,,,7.7,,other,,,,,,,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.ultramic.2015.06.009,,,,231,,
Al0.229Co0.486Cr0.4Cu0.229Fe0.486Mo0.003Ni1Ti0.029W0.003,ANNEAL,,,,,,7.7,,other,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.ultramic.2015.06.009,,,,178,,
Al0.229Co0.486Cr0.4Cu0.229Fe0.486Mo0.003Ni1Ti0.029W0.003,ANNEAL,,,,,,7.7,,other,,,,,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.ultramic.2015.06.009,,,,343,,
Al0.229Co0.486Cr0.4Cu0.229Fe0.486Mo0.003Ni1Ti0.029W0.003,ANNEAL,,,,,,7.7,,other,,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,,,,171,,
Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni1,ANNEAL,,,,,,7.7,,other,,,,,,,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.ultramic.2015.06.009,,,,168,,
Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni1,ANNEAL,,,,,,7.7,,other,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.ultramic.2015.06.009,,,,328,,
Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni1,ANNEAL,,,,,,7.7,,other,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchar.2018.06.036,,,,206,,
Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni1,CAST,,T,25.0,,,7.7,,other,Other,,,,,,,357.0,459.0,,59.61038961,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-013-0756-3,,,,,,
Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni1,ANNEAL,,T,25.0,,,7.7,,other,Other,,,,,,,365.0,365.0,,47.4025974,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-013-0756-3,,,,,,
Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni1,ANNEAL,,T,25.0,,,7.7,,other,FCC+L12,,,,,,,215.0,489.0,,63.50649351,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11837-013-0756-3,,,,,,
Al0.245Mo0.1Nb0.19Ti0.15V0.315,CAST,,C,25.0,,5.87,5.907716601,,other,Other,,,,,,,843.0,,,,,125.9258887,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,fracture before yield,,,,
Al0.24Nb1Ti1V1Zr1,OTHER,,C,23.0,,6.34,6.3,,other,BCC+Laves,,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.06.032,,,,,,
Al0.24Nb1Ti1V1Zr1,OTHER,,C,1000.0,,6.34,6.3,,other,BCC+Laves,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.06.032,,,,,,
Al0.24Nb1Ti1V1Zr1,OTHER,,C,1200.0,,6.34,6.3,,other,BCC+Laves,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.06.032,,,,,,
Al0.24NbTiVZr,OTHER,,C,25.0,,6.34,6.263026385,,other,BCC+Laves,,,,,,454.0,1240.0,,,,88.9,98.63038303,,,5.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,454,88.9,
Al0.255Hf0.06Nb0.205Ti0.09V0.34Zr0.05,CAST,,C,25.0,,6.0,6.242562835,,other,Other,,,,,,,1495.0,,,,,98.90261279,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,fracture before yield,,,,
Al0.25Co0.5Cr0.5Cu0.5Fe0.5Ni0.5Ti1,CAST,,,25.0,,,6.5,,other,FCC+BCC+B2+Sec.,,,,,,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2320/matertrans.47.1395,,,,696,,
Al0.25Co0.5Cr0.5Cu0.5Fe0.5Ni0.5V1,CAST,,,25.0,,,7.2,,BCC,BCC,,,,,,587.0,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s11661-006-0081-3,,,,587,,
Al0.25Co1Cr1Cu0.5Fe1Ni1Ti0.5,CAST,,,25.0,,,7.4,,FCC,FCC,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2008.11.059,,,,,,
Al0.25Co1Cr1Cu0.75Fe1Ni1Ti0.5,CAST,,C,25.0,,,7.5,,FCC,FCC,,,,,,,750.0,1970.0,,262.6666667,103.0,189.0,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2008.11.059,,,,,103,
Al0.25Co1Cr1Cu1Fe1Mn1Ni1Ti1V1,CAST,,C,25.0,,,7.1,,BCC,BCC,,,,,,,1465.0,2016.0,,283.943662,190.0,174.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2006.11.049,,,,,190,
Al0.25Co1Cr1Fe1Ni1,ANNEAL,,,25.0,,,7.7,,FCC,FCC,,,,,,110.0,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2009.08.090,,,,110,,
Al0.25Co1Cr1Fe1Ni1,ANNEAL,,,25.0,,,7.7,,FCC,FCC,,,,,,113.0,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2009.08.090,,,,113,,
Al0.25Co1Fe1Ni1,CAST,,C,25.0,,,7.9,,FCC,FCC,,,,,,138.0,158.0,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jmmm.2014.07.023,,,,138,,
Al0.25CoCrCu0.5FeNiTi0.5,,,,25.0,,7.4,7.391081495,,FCC,FCC,,,,,,,,,,,,192.0025671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,,0,
Al0.25CoCrCu0.75FeNi,VAM,,C,,,,7.903214392,,FCC,FCC,,,,,,,,,,,,200.3082245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_6_element,FCC,,,,
Al0.25CoCrCu0.75FeNiTi0.5,,,C,25.0,,7.5,7.458566983,,FCC,FCC,,,,,,,750.0,1970.0,,262.6666667,195.0,189.296876,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,,195,
Al0.25CoCrCu0.75FeNiTi0.5,VAM,,C,23.0,,,7.458566983,,FCC,FCC,,,,,,,750.0,1970.0,,,,189.296876,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_7_element,FCC,,,,
Al0.25CoCrCu0.75FeNiTi0.5,,,C,25.0,,7.455,7.458566983,,FCC,FCC,,,,,,,750.0,,,,102.5,189.296876,,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 53.0, 'Cu-rich FCC': 16.0, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 31.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,,102 - 103  ,
Al0.25CoCrFe1.25Ni1.25,VAM,,C,23.0,,,7.7864979,,FCC,FCC,,,,,,161.0,92.0,433.0,,55.60908197,,212.0503731,,,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,161,,
Al0.25CoCrFe1.25Ni1.25,VAM + CR 13.3%,,C,23.0,,,7.7864979,,FCC,FCC,,,,,,255.0,284.0,450.0,,57.79234847,,212.0503731,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,255,,
Al0.25CoCrFe1.25Ni1.25,VAM + CR 26.7%,,C,23.0,,,7.7864979,,FCC,FCC,,,,,,328.0,358.0,508.0,,65.24114005,,212.0503731,,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,328,,
Al0.25CoCrFe1.25Ni1.25,VAM + CR 40%,,C,23.0,,,7.7864979,,FCC,FCC,,,,,,333.0,502.0,592.0,,76.0290451,,212.0503731,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,333,,
Al0.25CoCrFe1.25Ni1.25,VAM + CR 60%,,C,23.0,,,7.7864979,,FCC,FCC,,,,,,368.0,580.0,646.0,,82.96412692,,212.0503731,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,368,,
Al0.25CoCrFe1.25Ni1.25,VAM + CR 80%,,C,23.0,,,7.7864979,,FCC,FCC,,,,,,406.0,616.0,702.0,,90.15606361,,212.0503731,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,406,,
Al0.25CoCrFeNi,,,,25.0,,7.7,7.719849722,,FCC,FCC,,,,,,110.0,,,,,,212.7722739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,110,0,
Al0.25CoCrFeNi,,,,25.0,,7.7,7.719849722,,FCC,FCC,,,,,,113.0,,,,,,212.7722739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,113,0,
Al0.25CoCrFeNi,"VAM + Aged, 900℃/24h/WQ",,C,,,,7.719849722,,other,FCC+B2,,,,,,,,,,,,212.7722739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + B2,,,,
Al0.25CoCrFeNi,"VAM + Aged, 1100℃/24h/WQ",,C,,,,7.719849722,,FCC,FCC,,,,,,,,,,,,212.7722739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Al0.25CoCrFeNi,VAM + 1100℃/24h/WQ,,C,,,,7.719849722,,FCC,FCC,,,,,,,,,,,,212.7722739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Al0.25CoCrFeNi1.75,VAM,,C,,,,7.887304723,,FCC,FCC,,,,,,110 ± 2,,,,,,210.9698051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,110?2,,
Al0.25CoCrFeNi1.75,"VAM + Homogenized, 1100℃/24h",,,,,,,,,,,,,,,113 ± 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Al0.25CoCrFeNi1.75,"VAM + Homogenized, 1100℃/24h + CR50%",,,,,,,,,,,,,,,346 ± 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Al0.25CoCrFeNi1.76,OTHER,,C,,,,7.889218763,,FCC,FCC,,,,,,113.0,,,,,,210.9492026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,113?4,,
Al0.25CoCrFeNi1.77,OTHER,,C,,,,7.891125628,,FCC,FCC,,,,,,346.0,,,,,,210.9286773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,346?5,,
Al0.25CoFeNi,,,C,25.0,,7.9,7.886957534,,FCC,FCC,,,,,,138.0,158.0,,,,,191.8170678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,138,0,
Al0.25CoFeNi,,,C,25.0,,7.885,7.886957534,,FCC,FCC,,,,,,137.5,160.5,,,,,191.8170678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 98.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 2.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,137 - 138  ,,
Al0.25Cr0.417Fe0.417Ni1,CAST,,T,25.0,,,7.3,,FCC,FCC,,,,,,,441.0,757.0,,103.6986301,,196.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.08.176,,,,,,
Al0.25Cr0.5Fe1Mn0.625Ni0.375,CAST,,C,25.0,,,7.2,,other,B2+BCC,,,,,,,994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.08.093,,,,,,
Al0.25Cr0.5Fe1Mn0.625Ni0.375,CAST,,C,400.0,,,7.2,,other,B2+BCC,,,,,,,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.08.093,,,,,,
Al0.25Cr0.5Fe1Mn0.625Ni0.375,CAST,,C,600.0,,,7.2,,other,B2+BCC,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.08.093,,,,,,
Al0.25Cr0.5Nb0.5Ti1V0.25,ANNEAL,,C,600.0,,,5.8,,other,BCC+Laves,,,,,,,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2016.11.030,,,,,,
Al0.25Cr0.5Nb0.5Ti1V0.25,ANNEAL,,C,800.0,,,5.8,,other,BCC+Laves,,,,,,,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2016.11.030,,,,,,
Al0.25Cr0.5Nb0.5Ti1V0.25,ANNEAL,,C,1000.0,,,5.8,,other,BCC+Laves,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2016.11.030,,,,,,
Al0.25Cr0.5Nb0.5Ti1V0.25,ANNEAL,,C,25.0,,,5.8,,other,BCC+Laves,,,,,,,1340.0,1700.0,,293.1034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2016.11.030,,,,,,
Al0.25Cr0.5Nb0.5Ti1V0.25,CAST,,C,25.0,,,5.8,,BCC,BCC,,,,,,,1240.0,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2016.11.030,,,,,,
Al0.25CrCuFeNi2,,,C,,,,7.96333292,,FCC,FCC,,,,,,,,,,,,195.3236324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Al0.25CrFeNiTi0.5,VAM,,C,23.0,,,6.864371203,,other,FCC+BCC,,,,,,,1391.0,3412.0,,497.0593663,,195.7285068,,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Al0.25CrMoNbTa0.125TiV0.125Zr0.5,ANNEAL,,C,25.0,,7.42,7.403096595,,other,BCC+Laves,,,,,,,1759.895,,,,,170.2796769,,,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
Al0.25CrMoNbTiV0.25Zr0.5,ANNEAL,,C,25.0,,7.13,7.123056969,,other,BCC+Laves,,,,,,,1664.479,,,,,168.9651701,,,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
Al0.25Mo1Nb1Ti1V1,CAST,,C,25.0,,,7.1,,BCC,BCC,,,,,,460.0,1250.0,1500.0,,211.2676056,,161.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3390/e16020870,,,,460,,
Al0.25MoNbTiV,,,C,25.0,,7.1,7.065041148,,BCC,BCC,,,,,,460.0,1250.0,,,,,160.7240221,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,460,0,
Al0.25MoNbTiV,CAST,,C,25.0,,7.1,7.065041148,,BCC,BCC,,,,,,460.0,1250.0,,,,164.0,160.7240221,,,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,460,164,
Al0.25Nb1Ta1Ti1V1,CAST,,C,25.0,,,8.8,,BCC,BCC,,,,,,,1330.0,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.proeng.2012.03.043,,,,,,
Al0.25Nb1Ta1Ti1Zr1,OTHER,,C,1000.0,,,8.6,,other,BCC+B2,,,,,,,366.0,408.0,,47.44186047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2017.11.033,,,,,,
Al0.25Nb1Ta1Ti1Zr1,OTHER,,C,25.0,,,8.6,,other,BCC+B2,,,,,,,1745.0,1830.0,,212.7906977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2017.11.033,,,,,,
Al0.25NbTaTiV,,,C,25.0,,8.8,8.794810956,,BCC,BCC,,,,,,,1330.0,,,,130.0,130.4925823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,130,
Al0.25NbTaTiV,CAST,,C,25.0,,8.8,8.794810956,,BCC,BCC,,,,,,,1330.0,,,,92.0,130.4925823,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,Elongation>50,,92,
